6;Carlos;2;20;0;Neutral;22;1;-20;20;6;6;53;43;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;22;1;-20;20;6;6;41;32;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;22;1;-20;20;6;6;30;30;DeliverOrder;Confused;yes;
6;Carlos;2;20;0;Neutral;22;1;-20;20;6;6;22;18;DeliverOrder;Confused;yes;
6;Carlos;2;20;0;Neutral;22;1;-20;20;6;6;17;6;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;22;1;-20;20;6;6;5;5;CutOnion;Confused;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;86;86;CutOnion;Normal;yes;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;81;72;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;72;63;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;62;53;CutTomato;Happy;yes;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;52;52;CutTomato;Happy;yes;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;45;42;DeliverOrder;Happy;yes;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;39;30;CutTomato;Happy;yes;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;29;20;CutTomato;Happy;yes;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;20;17;DeliverOrder;Happy;yes;
7;Danilo;3;30;1;Good;46;2;-19;19;6;6;8;0;CutTomato;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
8;Eva;1;60;1;Bad;22;1;-19;12;7;7;87;87;CutOnion;Normal;yes;
8;Eva;1;60;1;Bad;22;1;-19;12;7;7;79;79;CutOnion;Sleepy;no;
8;Eva;1;60;1;Bad;22;1;-19;12;7;7;71;56;CutOnion;Angry;yes;
8;Eva;1;60;1;Bad;22;1;-19;12;7;7;55;55;CutOnion;Angry;yes;
8;Eva;1;60;1;Bad;22;1;-19;12;7;7;48;31;CutOnion;Angry;yes;
8;Eva;1;60;1;Bad;22;1;-19;12;7;7;23;15;DeliverOrder;Angry;yes;
8;Eva;1;60;1;Bad;22;1;-19;12;7;7;11;11;CutTomato;Angry;yes;
8;Eva;1;60;1;Bad;22;1;-19;12;7;7;6;0;CutTomato;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;86;78;CutTomato;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;77;77;CutTomato;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;69;60;CutTomato;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;59;59;CutOnion;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;50;47;DeliverOrder;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;47;37;CutOnion;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;36;27;CutOnion;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;27;18;CutOnion;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;16;16;DeliverOrder;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;10;7;DeliverOrder;Happy;yes;
9;Danilo;3;30;0;Good;46;2;-12;17;7;7;5;5;CutOnion;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;87;87;CutTomato;Normal;yes;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;79;68;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;68;68;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;62;51;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;50;40;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;40;40;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;33;33;DeliverOrder;Sleepy;no;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;28;20;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;19;19;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-14;16;6;7;13;0;CutTomato;Angry;yes;
