level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
1;Ana;4;10;1;Good;46;2;50;-24;3;7;60;51;CutOnion;Happy;yes;
1;Ana;4;10;1;Good;46;2;50;-24;3;7;48;40;CutOnion;Happy;yes;
1;Ana;4;10;1;Good;46;2;50;-24;3;7;38;37;DeliverOrder;Happy;yes;
1;Ana;4;10;1;Good;46;2;50;-24;3;7;31;22;CutOnion;Happy;yes;
1;Ana;4;10;1;Good;46;2;50;-24;3;7;19;17;DeliverOrder;Happy;yes;
1;Ana;4;10;1;Good;46;2;50;-24;3;7;14;6;CutOnion;Happy;yes;
1;Ana;4;10;1;Good;46;2;50;-24;3;7;5;0;CutTomato;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;90;90;CutTomato;Normal;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;88;79;CutTomato;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;79;70;CutTomato;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;70;61;CutTomato;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;59;59;DeliverOrder;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;54;50;DeliverOrder;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;49;49;CutTomato;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;48;37;CutTomato;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;35;26;CutTomato;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;18;18;DeliverOrder;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;16;12;DeliverOrder;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;8;8;CutTomato;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-28;50;6;3;6;0;CutTomato;Confused;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;88;88;CutTomato;Normal;yes;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;84;84;CutTomato;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;82;82;CutTomato;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;76;66;CutTomato;Angry;yes;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;65;55;CutTomato;Angry;yes;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;54;54;CutTomato;Angry;yes;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;52;52;CutTomato;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;51;51;CutTomato;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;51;51;CutTomato;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;51;51;CutTomato;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;51;40;CutTomato;Angry;yes;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;38;38;CutTomato;Angry;yes;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;37;37;CutTomato;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;37;37;CutTomato;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;36;36;DeliverOrder;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;34;34;DeliverOrder;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;31;20;CutTomato;Angry;yes;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;17;17;DeliverOrder;Angry;yes;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;11;11;DeliverOrder;Sleepy;no;
3;Eva;1;60;1;Bad;0;0;-50;47;9;1;6;0;CutTomato;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
4;Breno;1;60;1;Bad;22;1;-50;-2;7;3;88;88;CutTomato;Normal;yes;
4;Breno;1;60;1;Bad;22;1;-50;-2;7;3;82;73;CutTomato;Angry;yes;
4;Breno;1;60;1;Bad;22;1;-50;-2;7;3;71;71;CutTomato;Angry;yes;
4;Breno;1;60;1;Bad;22;1;-50;-2;7;3;65;54;CutTomato;Angry;yes;
4;Breno;1;60;1;Bad;22;1;-50;-2;7;3;50;34;CutOnion;Angry;yes;
4;Breno;1;60;1;Bad;22;1;-50;-2;7;3;34;16;CutOnion;Angry;yes;
4;Breno;1;60;1;Bad;22;1;-50;-2;7;3;12;12;DeliverOrder;Angry;yes;
4;Breno;1;60;1;Bad;22;1;-50;-2;7;3;8;0;DeliverOrder;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;88;80;CutTomato;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;80;71;CutTomato;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;71;62;CutTomato;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;62;62;DeliverOrder;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;58;56;DeliverOrder;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;54;44;CutTomato;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;44;44;CutTomato;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;41;32;CutTomato;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;30;27;DeliverOrder;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;24;15;CutTomato;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;14;6;CutTomato;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;3;1;DeliverOrder;Happy;yes;
5;Ana;4;10;0;Good;70;3;50;-23;3;6;0;0;CutTomato;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;88;80;CutTomato;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;80;80;CutTomato;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;76;76;CutTomato;Sleepy;no;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;73;65;CutTomato;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;63;55;CutOnion;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;54;51;DeliverOrder;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;48;39;CutOnion;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;39;30;CutOnion;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;22;20;DeliverOrder;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;18;18;CutOnion;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;16;7;CutOnion;Happy;yes;
6;Danilo;3;30;1;Good;46;2;50;-49;-1;-1;3;0;CutOnion;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;86;77;CutOnion;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;76;76;CutOnion;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;71;71;CutOnion;Sleepy;no;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;68;59;CutOnion;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;57;57;CutOnion;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;52;43;CutOnion;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;42;39;DeliverOrder;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;37;37;CutOnion;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;32;23;CutOnion;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;19;10;CutOnion;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;9;9;DeliverOrder;Happy;yes;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;6;6;DeliverOrder;Sleepy;no;
7;Danilo;3;30;0;Good;46;2;-23;-49;-1;3;1;0;DeliverOrder;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
8;Carlos;2;20;0;Neutral;46;2;-1;-51;-1;-1;86;76;CutOnion;Confused;yes;
8;Carlos;2;20;0;Neutral;46;2;-1;-51;-1;-1;71;62;CutOnion;Confused;yes;
8;Carlos;2;20;0;Neutral;46;2;-1;-51;-1;-1;53;53;DeliverOrder;Confused;yes;
8;Carlos;2;20;0;Neutral;46;2;-1;-51;-1;-1;50;46;DeliverOrder;Confused;yes;
8;Carlos;2;20;0;Neutral;46;2;-1;-51;-1;-1;46;35;CutOnion;Confused;yes;
8;Carlos;2;20;0;Neutral;46;2;-1;-51;-1;-1;32;20;CutOnion;Confused;yes;
8;Carlos;2;20;0;Neutral;46;2;-1;-51;-1;-1;17;6;CutOnion;Confused;yes;
8;Carlos;2;20;0;Neutral;46;2;-1;-51;-1;-1;5;1;DeliverOrder;Confused;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;87;77;CutTomato;Angry;yes;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;76;76;CutTomato;Angry;yes;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;75;75;CutTomato;Sleepy;no;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;73;62;CutTomato;Angry;yes;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;62;62;CutTomato;Angry;yes;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;57;46;CutTomato;Angry;yes;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;40;40;CutOnion;Angry;yes;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;32;32;DeliverOrder;Sleepy;no;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;31;23;DeliverOrder;Angry;yes;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;23;23;CutOnion;Angry;yes;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;22;22;CutOnion;Sleepy;no;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;19;19;CutOnion;Sleepy;no;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;16;16;CutOnion;Sleepy;no;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;13;13;CutOnion;Sleepy;no;
9;Breno;1;60;0;Bad;22;1;-49;-1;7;2;10;0;CutOnion;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;87;77;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;77;77;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;74;74;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;71;71;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;71;71;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;71;60;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;57;42;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;41;41;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;37;24;CutOnion;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;23;23;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;21;21;DeliverOrder;Sleepy;no;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;21;13;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;10;10;CutOnion;Angry;yes;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;6;6;CutOnion;Sleepy;no;
10;Eva;1;60;0;Bad;22;1;-50;20;5;3;6;0;CutOnion;Angry;yes;
