level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
1;Breno;1;60;1;Bad;22;1;-23;33;8;5;40;40;DeliverOrder;Sleepy;no;
1;Breno;1;60;1;Bad;22;1;-23;33;8;5;37;37;CutTomato;Sleepy;no;
1;Breno;1;60;1;Bad;22;1;-23;33;8;5;34;26;DeliverOrder;Angry;yes;
1;Breno;1;60;1;Bad;22;1;-23;33;8;5;25;9;CutTomato;Angry;yes;
1;Breno;1;60;1;Bad;22;1;-23;33;8;5;9;0;CutTomato;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;89;81;CutTomato;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;80;72;CutOnion;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;71;71;CutOnion;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;65;56;CutOnion;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;55;47;CutOnion;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;46;42;DeliverOrder;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;39;29;CutOnion;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;22;13;CutTomato;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;12;8;DeliverOrder;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;2;2;DeliverOrder;Confused;yes;
2;Carlos;2;20;1;Neutral;46;2;-25;-1;8;6;0;0;DeliverOrder;Confused;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;86;78;CutOnion;Happy;yes;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;70;70;CutOnion;Happy;yes;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;68;59;CutOnion;Happy;yes;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;58;50;CutOnion;Happy;yes;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;49;46;DeliverOrder;Happy;yes;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;42;34;CutOnion;Happy;yes;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;33;33;CutOnion;Happy;yes;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;33;33;CutOnion;Sleepy;no;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;18;18;DeliverOrder;Sleepy;no;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;17;14;DeliverOrder;Happy;yes;
3;Danilo;3;30;1;Good;46;2;-30;30;9;-1;13;4;CutOnion;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;86;86;CutOnion;Normal;yes;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;83;66;CutOnion;Angry;yes;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;66;50;CutOnion;Angry;yes;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;45;30;CutOnion;Angry;yes;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;30;30;DeliverOrder;Angry;yes;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;26;26;DeliverOrder;Sleepy;no;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;21;13;DeliverOrder;Angry;yes;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;12;12;CutOnion;Angry;yes;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;10;10;CutOnion;Sleepy;no;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;8;8;CutOnion;Sleepy;no;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;7;7;CutOnion;Sleepy;no;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;5;5;CutOnion;Sleepy;no;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;3;3;CutOnion;Sleepy;no;
4;Eva;1;60;1;Bad;22;1;-50;47;9;-1;2;0;CutOnion;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
5;Ana;4;10;1;Good;70;3;33;14;4;7;86;77;CutTomato;Happy;yes;
5;Ana;4;10;1;Good;70;3;33;14;4;7;77;68;CutTomato;Happy;yes;
5;Ana;4;10;1;Good;70;3;33;14;4;7;66;58;CutOnion;Happy;yes;
5;Ana;4;10;1;Good;70;3;33;14;4;7;56;54;DeliverOrder;Happy;yes;
5;Ana;4;10;1;Good;70;3;33;14;4;7;50;50;CutOnion;Happy;yes;
5;Ana;4;10;1;Good;70;3;33;14;4;7;48;39;CutOnion;Happy;yes;
5;Ana;4;10;1;Good;70;3;33;14;4;7;37;29;CutOnion;Happy;yes;
5;Ana;4;10;1;Good;70;3;33;14;4;7;26;24;DeliverOrder;Happy;yes;
5;Ana;4;10;1;Good;70;3;33;14;4;7;19;11;CutOnion;Happy;yes;
5;Ana;4;10;1;Good;70;3;33;14;4;7;0;0;DeliverOrder;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;85;85;CutTomato;Normal;yes;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;84;84;CutTomato;Sleepy;no;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;83;73;CutTomato;Angry;yes;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;72;72;CutTomato;Angry;yes;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;70;70;CutTomato;Sleepy;no;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;70;70;CutTomato;Sleepy;no;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;69;58;CutTomato;Angry;yes;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;58;47;CutTomato;Angry;yes;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;46;46;DeliverOrder;Angry;yes;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;46;46;DeliverOrder;Sleepy;no;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;44;44;DeliverOrder;Sleepy;no;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;40;40;DeliverOrder;Sleepy;no;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;38;38;DeliverOrder;Sleepy;no;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;37;37;DeliverOrder;Sleepy;no;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;36;28;DeliverOrder;Angry;yes;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;28;28;CutOnion;Angry;yes;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;26;26;CutOnion;Sleepy;no;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;25;9;CutOnion;Angry;yes;
6;Breno;1;60;0;Bad;22;1;-18;30;7;-1;9;0;CutOnion;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;86;78;CutTomato;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;77;68;CutTomato;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;68;68;CutTomato;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;68;59;CutTomato;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;58;54;DeliverOrder;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;54;54;CutTomato;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;53;42;CutTomato;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;35;31;DeliverOrder;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;29;18;CutTomato;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;18;10;CutTomato;Confused;yes;
7;Carlos;2;20;0;Neutral;48;2;10;-15;7;-1;7;0;CutOnion;Confused;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;85;77;CutOnion;Happy;yes;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;72;72;CutOnion;Happy;yes;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;70;61;CutOnion;Happy;yes;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;61;52;CutOnion;Happy;yes;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;50;48;DeliverOrder;Happy;yes;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;44;34;CutOnion;Happy;yes;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;33;25;CutTomato;Happy;yes;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;21;19;DeliverOrder;Happy;yes;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;18;9;CutTomato;Happy;yes;
8;Danilo;3;30;0;Good;68;3;38;-2;3;7;2;0;DeliverOrder;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;86;73;CutOnion;Angry;yes;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;73;73;CutOnion;Angry;yes;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;71;60;CutOnion;Angry;yes;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;60;47;CutOnion;Angry;yes;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;47;47;DeliverOrder;Angry;yes;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;46;46;DeliverOrder;Sleepy;no;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;45;45;DeliverOrder;Sleepy;no;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;44;44;DeliverOrder;Sleepy;no;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;43;43;DeliverOrder;Sleepy;no;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;43;43;DeliverOrder;Sleepy;no;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;42;42;DeliverOrder;Sleepy;no;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;41;33;DeliverOrder;Angry;yes;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;32;32;CutOnion;Angry;yes;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;31;31;CutOnion;Sleepy;no;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;31;15;CutOnion;Angry;yes;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;7;0;DeliverOrder;Angry;yes;
9;Eva;1;60;0;Bad;46;2;-27;0;6;4;0;0;CutOnion;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
10;Ana;4;10;0;Good;70;3;39;36;4;7;84;76;CutTomato;Happy;yes;
10;Ana;4;10;0;Good;70;3;39;36;4;7;74;65;CutTomato;Happy;yes;
10;Ana;4;10;0;Good;70;3;39;36;4;7;64;56;CutOnion;Happy;yes;
10;Ana;4;10;0;Good;70;3;39;36;4;7;55;53;DeliverOrder;Happy;yes;
10;Ana;4;10;0;Good;70;3;39;36;4;7;49;41;CutOnion;Happy;yes;
10;Ana;4;10;0;Good;70;3;39;36;4;7;33;24;CutOnion;Happy;yes;
10;Ana;4;10;0;Good;70;3;39;36;4;7;24;22;DeliverOrder;Happy;yes;
10;Ana;4;10;0;Good;70;3;39;36;4;7;20;11;CutOnion;Happy;yes;
10;Ana;4;10;0;Good;70;3;39;36;4;7;4;2;DeliverOrder;Happy;yes;
