[Clicked] Open TCLE Button was clicked.
[EmojiGridHandler] Open EmojiGrid Box.
[DatabaseToCsv] Valence ->>>> (982,1441)
[DatabaseToCsv] Valence ->>>> (982,1441)
[DatabaseToCsv] Valence ->>>> (982,1441)
[DatabaseToCsv] Valence ->>>> (982,1441)
[DatabaseToCsv] Valence ->>>> (982,1441)
[DatabaseToCsv] Valence ->>>> (982,1441)
[DatabaseToCsv] Valence ->>>> (982,1441)
[DatabaseToCsv] Valence ->>>> (983,7258)
[DatabaseToCsv] Valence ->>>> (985,3076)
[DatabaseToCsv] Valence ->>>> (985,3076)
[DatabaseToCsv] Valence ->>>> (986,8893)
[DatabaseToCsv] Valence ->>>> (988,471)
[DatabaseToCsv] Valence ->>>> (988,471)
[DatabaseToCsv] Valence ->>>> (988,471)
[DatabaseToCsv] Valence ->>>> (988,471)
[DatabaseToCsv] Valence ->>>> (988,471)
[DatabaseToCsv] Valence ->>>> (990,0527)
[DatabaseToCsv] Valence ->>>> (990,0527)
[DatabaseToCsv] Valence ->>>> (990,0527)
[DatabaseToCsv] Valence ->>>> (991,6345)
[DatabaseToCsv] Valence ->>>> (991,6345)
[DatabaseToCsv] Valence ->>>> (991,6345)
[DatabaseToCsv] Valence ->>>> (991,6345)
[DatabaseToCsv] Valence ->>>> (993,2162)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (994,7979)
[DatabaseToCsv] Valence ->>>> (996,3796)
[DatabaseToCsv] Valence ->>>> (996,3796)
[DatabaseToCsv] Valence ->>>> (997,9613)
[DatabaseToCsv] Valence ->>>> (997,9613)
[DatabaseToCsv] Valence ->>>> (997,9613)
[DatabaseToCsv] Valence ->>>> (997,9613)
[DatabaseToCsv] Valence ->>>> (997,9613)
[DatabaseToCsv] Valence ->>>> (997,9613)
[DatabaseToCsv] Valence ->>>> (999,543)
[DatabaseToCsv] Valence ->>>> (999,543)
[DatabaseToCsv] Valence ->>>> (1001,125)
[DatabaseToCsv] Valence ->>>> (1001,125)
[DatabaseToCsv] Valence ->>>> (1001,125)
[DatabaseToCsv] Valence ->>>> (1001,125)
[DatabaseToCsv] Valence ->>>> (1001,125)
[DatabaseToCsv] Valence ->>>> (1002,706)
[DatabaseToCsv] Valence ->>>> (1004,288)
[DatabaseToCsv] Valence ->>>> (1004,288)
[DatabaseToCsv] Valence ->>>> (1004,288)
[DatabaseToCsv] Valence ->>>> (1005,87)
[DatabaseToCsv] Valence ->>>> (1007,452)
[DatabaseToCsv] Valence ->>>> (1007,452)
[DatabaseToCsv] Valence ->>>> (1007,452)
[DatabaseToCsv] Valence ->>>> (1010,615)
[DatabaseToCsv] Valence ->>>> (1013,779)
[DatabaseToCsv] Valence ->>>> (1016,942)
[DatabaseToCsv] Valence ->>>> (1018,524)
[DatabaseToCsv] Valence ->>>> (1020,105)
[DatabaseToCsv] Valence ->>>> (1021,687)
[DatabaseToCsv] Valence ->>>> (1023,269)
[DatabaseToCsv] Valence ->>>> (1026,432)
[DatabaseToCsv] Valence ->>>> (1026,432)
[DatabaseToCsv] Valence ->>>> (1026,432)
[DatabaseToCsv] Valence ->>>> (1028,014)
[DatabaseToCsv] Valence ->>>> (1029,596)
[DatabaseToCsv] Valence ->>>> (1031,177)
[DatabaseToCsv] Valence ->>>> (1032,759)
[DatabaseToCsv] Valence ->>>> (1032,759)
[DatabaseToCsv] Valence ->>>> (1035,923)
[DatabaseToCsv] Valence ->>>> (1037,504)
[DatabaseToCsv] Valence ->>>> (1039,086)
[DatabaseToCsv] Valence ->>>> (1039,086)
[DatabaseToCsv] Valence ->>>> (1039,086)
[DatabaseToCsv] Valence ->>>> (1040,668)
[DatabaseToCsv] Valence ->>>> (1042,25)
[DatabaseToCsv] Valence ->>>> (1043,831)
[DatabaseToCsv] Valence ->>>> (1045,413)
[DatabaseToCsv] Valence ->>>> (1045,413)
[DatabaseToCsv] Valence ->>>> (1045,413)
[DatabaseToCsv] Valence ->>>> (1046,995)
[DatabaseToCsv] Valence ->>>> (1048,576)
[DatabaseToCsv] Valence ->>>> (1048,576)
[DatabaseToCsv] Valence ->>>> (1048,576)
[DatabaseToCsv] Valence ->>>> (1048,576)
[DatabaseToCsv] Valence ->>>> (1050,158)
[DatabaseToCsv] Valence ->>>> (1050,158)
[DatabaseToCsv] Valence ->>>> (1050,158)
[DatabaseToCsv] Valence ->>>> (1050,158)
[DatabaseToCsv] Valence ->>>> (1050,158)
[DatabaseToCsv] Valence ->>>> (1051,74)
[DatabaseToCsv] Valence ->>>> (1051,74)
[DatabaseToCsv] Valence ->>>> (1051,74)
[DatabaseToCsv] Valence ->>>> (1051,74)
[DatabaseToCsv] Valence ->>>> (1051,74)
[DatabaseToCsv] Valence ->>>> (1051,74)
[DatabaseToCsv] Valence ->>>> (1054,903)
[DatabaseToCsv] Valence ->>>> (1058,067)
[DatabaseToCsv] Valence ->>>> (1059,648)
[DatabaseToCsv] Valence ->>>> (1062,812)
[DatabaseToCsv] Valence ->>>> (1064,394)
[DatabaseToCsv] Valence ->>>> (1067,557)
[DatabaseToCsv] Valence ->>>> (1067,557)
[DatabaseToCsv] Valence ->>>> (1070,721)
[DatabaseToCsv] Valence ->>>> (1070,721)
[DatabaseToCsv] Valence ->>>> (1072,302)
[DatabaseToCsv] Valence ->>>> (1073,884)
[DatabaseToCsv] Valence ->>>> (1073,884)
[DatabaseToCsv] Valence ->>>> (1075,466)
[DatabaseToCsv] Valence ->>>> (1075,466)
[DatabaseToCsv] Valence ->>>> (1077,047)
[DatabaseToCsv] Valence ->>>> (1077,047)
[DatabaseToCsv] Valence ->>>> (1077,047)
[DatabaseToCsv] Valence ->>>> (1078,629)
[DatabaseToCsv] Valence ->>>> (1081,793)
[DatabaseToCsv] Valence ->>>> (1083,374)
[DatabaseToCsv] Valence ->>>> (1084,956)
[DatabaseToCsv] Valence ->>>> (1086,538)
[DatabaseToCsv] Valence ->>>> (1089,701)
[DatabaseToCsv] Valence ->>>> (1089,701)
[DatabaseToCsv] Valence ->>>> (1091,283)
[DatabaseToCsv] Valence ->>>> (1094,446)
[DatabaseToCsv] Valence ->>>> (1096,028)
[DatabaseToCsv] Valence ->>>> (1096,028)
[DatabaseToCsv] Valence ->>>> (1099,192)
[DatabaseToCsv] Valence ->>>> (1102,355)
[DatabaseToCsv] Valence ->>>> (1102,355)
[DatabaseToCsv] Valence ->>>> (1105,518)
[DatabaseToCsv] Valence ->>>> (1107,1)
[DatabaseToCsv] Valence ->>>> (1108,682)
[DatabaseToCsv] Valence ->>>> (1108,682)
[DatabaseToCsv] Valence ->>>> (1111,845)
[DatabaseToCsv] Valence ->>>> (1115,009)
[DatabaseToCsv] Valence ->>>> (1115,009)
[DatabaseToCsv] Valence ->>>> (1118,172)
[DatabaseToCsv] Valence ->>>> (1121,336)
[DatabaseToCsv] Valence ->>>> (1122,917)
[DatabaseToCsv] Valence ->>>> (1126,081)
[DatabaseToCsv] Valence ->>>> (1127,663)
[DatabaseToCsv] Valence ->>>> (1130,826)
[DatabaseToCsv] Valence ->>>> (1132,408)
[DatabaseToCsv] Valence ->>>> (1133,989)
[DatabaseToCsv] Valence ->>>> (1137,153)
[DatabaseToCsv] Valence ->>>> (1138,735)
[DatabaseToCsv] Valence ->>>> (1140,316)
[DatabaseToCsv] Valence ->>>> (1140,316)
[DatabaseToCsv] Valence ->>>> (1143,48)
[DatabaseToCsv] Valence ->>>> (1145,062)
[DatabaseToCsv] Valence ->>>> (1146,643)
[DatabaseToCsv] Valence ->>>> (1149,807)
[DatabaseToCsv] Valence ->>>> (1152,97)
[DatabaseToCsv] Valence ->>>> (1156,134)
[DatabaseToCsv] Valence ->>>> (1159,297)
[DatabaseToCsv] Valence ->>>> (1162,46)
[DatabaseToCsv] Valence ->>>> (1165,624)
[DatabaseToCsv] Valence ->>>> (1165,624)
[DatabaseToCsv] Valence ->>>> (1168,787)
[DatabaseToCsv] Valence ->>>> (1168,787)
[DatabaseToCsv] Valence ->>>> (1170,369)
[DatabaseToCsv] Valence ->>>> (1171,951)
[DatabaseToCsv] Valence ->>>> (1171,951)
[DatabaseToCsv] Valence ->>>> (1171,951)
[DatabaseToCsv] Valence ->>>> (1173,532)
[DatabaseToCsv] Valence ->>>> (1175,114)
[DatabaseToCsv] Valence ->>>> (1175,114)
[DatabaseToCsv] Valence ->>>> (1176,696)
[DatabaseToCsv] Valence ->>>> (1178,278)
[DatabaseToCsv] Valence ->>>> (1178,278)
[DatabaseToCsv] Valence ->>>> (1181,441)
[DatabaseToCsv] Valence ->>>> (1184,604)
[DatabaseToCsv] Valence ->>>> (1186,186)
[DatabaseToCsv] Valence ->>>> (1187,768)
[DatabaseToCsv] Valence ->>>> (1190,931)
[DatabaseToCsv] Valence ->>>> (1190,931)
[DatabaseToCsv] Valence ->>>> (1194,095)
[DatabaseToCsv] Valence ->>>> (1195,677)
[DatabaseToCsv] Valence ->>>> (1197,258)
[DatabaseToCsv] Valence ->>>> (1197,258)
[DatabaseToCsv] Valence ->>>> (1200,422)
[DatabaseToCsv] Valence ->>>> (1200,422)
[DatabaseToCsv] Valence ->>>> (1203,585)
[DatabaseToCsv] Valence ->>>> (1203,585)
[DatabaseToCsv] Valence ->>>> (1206,749)
[DatabaseToCsv] Valence ->>>> (1209,912)
[DatabaseToCsv] Valence ->>>> (1209,912)
[DatabaseToCsv] Valence ->>>> (1211,494)
[DatabaseToCsv] Valence ->>>> (1213,076)
[DatabaseToCsv] Valence ->>>> (1214,657)
[DatabaseToCsv] Valence ->>>> (1216,239)
[DatabaseToCsv] Valence ->>>> (1216,239)
[DatabaseToCsv] Valence ->>>> (1216,239)
[DatabaseToCsv] Valence ->>>> (1217,821)
[DatabaseToCsv] Valence ->>>> (1219,402)
[DatabaseToCsv] Valence ->>>> (1219,402)
[DatabaseToCsv] Valence ->>>> (1220,984)
[DatabaseToCsv] Valence ->>>> (1220,984)
[DatabaseToCsv] Valence ->>>> (1222,566)
[DatabaseToCsv] Valence ->>>> (1222,566)
[DatabaseToCsv] Valence ->>>> (1222,566)
[DatabaseToCsv] Valence ->>>> (1222,566)
[DatabaseToCsv] Valence ->>>> (1222,566)
[DatabaseToCsv] Valence ->>>> (1222,566)
[DatabaseToCsv] Valence ->>>> (1222,566)
[DatabaseToCsv] Valence ->>>> (1222,566)
[DatabaseToCsv] Valence ->>>> (1224,148)
[DatabaseToCsv] Valence ->>>> (1224,148)
[DatabaseToCsv] Valence ->>>> (1225,729)
[DatabaseToCsv] Valence ->>>> (1225,729)
[DatabaseToCsv] Valence ->>>> (1227,311)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1230,474)
[DatabaseToCsv] Valence ->>>> (1230,474)
[DatabaseToCsv] Valence ->>>> (1232,056)
[DatabaseToCsv] Valence ->>>> (1235,22)
[DatabaseToCsv] Valence ->>>> (1235,22)
[DatabaseToCsv] Valence ->>>> (1238,383)
[DatabaseToCsv] Valence ->>>> (1238,383)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1241,547)
[DatabaseToCsv] Valence ->>>> (1241,547)
[DatabaseToCsv] Valence ->>>> (1241,547)
[DatabaseToCsv] Valence ->>>> (1241,547)
[DatabaseToCsv] Valence ->>>> (1243,128)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1244,71)
[DatabaseToCsv] Valence ->>>> (1243,128)
[DatabaseToCsv] Valence ->>>> (1243,128)
[DatabaseToCsv] Valence ->>>> (1243,128)
[DatabaseToCsv] Valence ->>>> (1241,547)
[DatabaseToCsv] Valence ->>>> (1241,547)
[DatabaseToCsv] Valence ->>>> (1241,547)
[DatabaseToCsv] Valence ->>>> (1241,547)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1239,965)
[DatabaseToCsv] Valence ->>>> (1238,383)
[DatabaseToCsv] Valence ->>>> (1238,383)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1236,801)
[DatabaseToCsv] Valence ->>>> (1235,22)
[DatabaseToCsv] Valence ->>>> (1235,22)
[DatabaseToCsv] Valence ->>>> (1235,22)
[DatabaseToCsv] Valence ->>>> (1235,22)
[DatabaseToCsv] Valence ->>>> (1235,22)
[DatabaseToCsv] Valence ->>>> (1235,22)
[DatabaseToCsv] Valence ->>>> (1233,638)
[DatabaseToCsv] Valence ->>>> (1233,638)
[DatabaseToCsv] Valence ->>>> (1233,638)
[DatabaseToCsv] Valence ->>>> (1233,638)
[DatabaseToCsv] Valence ->>>> (1233,638)
[DatabaseToCsv] Valence ->>>> (1232,056)
[DatabaseToCsv] Valence ->>>> (1230,474)
[DatabaseToCsv] Valence ->>>> (1230,474)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
[DatabaseToCsv] Valence ->>>> (1228,893)
