level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;66;66;CutOnion;Sleepy;no;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;66;48;CutOnion;Angry;yes;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;48;48;CutTomato;Angry;yes;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;47;47;CutTomato;Sleepy;no;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;46;35;CutTomato;Angry;yes;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;30;30;DeliverOrder;Angry;yes;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;29;29;DeliverOrder;Sleepy;no;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;28;28;DeliverOrder;Sleepy;no;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;27;27;DeliverOrder;Sleepy;no;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;27;27;DeliverOrder;Sleepy;no;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;26;26;DeliverOrder;Sleepy;no;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;26;18;DeliverOrder;Angry;yes;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;17;1;CutTomato;Angry;yes;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;1;1;CutTomato;Angry;yes;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;0;0;CutTomato;Sleepy;no;
9;Eva;1;60;1;Bad;22;1;-17;11;4;-1;0;0;CutTomato;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;86;86;CutTomato;Normal;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;85;85;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;84;73;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;73;62;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;61;61;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;60;60;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;59;59;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;59;59;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;59;59;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;58;47;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;47;47;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;46;38;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;38;38;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;37;37;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;37;37;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;36;21;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;20;20;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;20;20;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;19;6;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;6;6;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-25;9;4;-1;5;0;DeliverOrder;Angry;yes;
