level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;83;75;CutOnion;Happy;yes;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;74;65;CutTomato;Happy;yes;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;65;57;CutOnion;Happy;yes;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;56;48;CutTomato;Happy;yes;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;44;42;DeliverOrder;Happy;yes;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;36;27;CutTomato;Happy;yes;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;25;23;DeliverOrder;Happy;yes;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;19;19;CutTomato;Happy;yes;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;18;9;CutTomato;Happy;yes;
2;Ana;4;10;0;Good;70;3;14;2;-1;-1;2;0;DeliverOrder;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;85;85;CutTomato;Normal;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;84;73;CutTomato;Angry;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;71;71;CutTomato;Angry;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;68;58;CutTomato;Angry;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;56;56;CutOnion;Angry;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;56;56;CutOnion;Sleepy;no;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;56;45;CutOnion;Angry;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;45;45;DeliverOrder;Angry;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;42;34;DeliverOrder;Angry;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;33;18;CutOnion;Angry;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;13;13;CutOnion;Angry;yes;
3;Breno;1;60;1;Bad;24;1;-16;13;-1;4;13;0;CutOnion;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;84;74;CutOnion;Angry;yes;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;74;63;CutOnion;Angry;yes;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;63;63;CutOnion;Angry;yes;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;59;49;CutOnion;Angry;yes;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;46;38;DeliverOrder;Angry;yes;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;37;37;CutOnion;Angry;yes;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;35;35;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;33;33;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;31;31;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;29;29;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;26;26;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;26;26;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;26;26;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;22;22;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;22;22;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;22;22;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;22;22;CutOnion;Sleepy;no;
4;Breno;1;60;0;Bad;24;1;-25;20;6;-1;19;3;CutOnion;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;86;77;CutTomato;Confused;yes;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;77;68;CutTomato;Confused;yes;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;68;59;CutTomato;Confused;yes;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;59;55;DeliverOrder;Confused;yes;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;53;42;CutTomato;Confused;yes;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;42;33;CutTomato;Confused;yes;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;33;28;DeliverOrder;Confused;yes;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;27;16;CutTomato;Confused;yes;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;9;9;DeliverOrder;Confused;yes;
5;Carlos;2;20;1;Neutral;70;3;19;14;4;6;7;2;DeliverOrder;Confused;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
6;Carlos;2;20;0;Neutral;48;2;-11;-37;-1;4;85;76;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;48;2;-11;-37;-1;4;76;67;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;48;2;-11;-37;-1;4;67;58;CutTomato;Confused;yes;
6;Carlos;2;20;0;Neutral;48;2;-11;-37;-1;4;56;52;DeliverOrder;Confused;yes;
6;Carlos;2;20;0;Neutral;48;2;-11;-37;-1;4;47;36;CutTomato;Confused;yes;
6;Carlos;2;20;0;Neutral;48;2;-11;-37;-1;4;30;30;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;48;2;-11;-37;-1;4;26;22;DeliverOrder;Confused;yes;
6;Carlos;2;20;0;Neutral;48;2;-11;-37;-1;4;21;10;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;48;2;-11;-37;-1;4;10;1;CutOnion;Confused;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;84;84;CutOnion;Normal;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;82;74;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;73;65;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;64;64;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;62;54;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;52;49;DeliverOrder;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;46;37;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;37;28;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;27;27;DeliverOrder;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;26;24;DeliverOrder;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;18;18;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;16;7;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;48;2;-1;-7;5;-1;0;0;DeliverOrder;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;86;86;CutTomato;Normal;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;85;85;CutTomato;Sleepy;no;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;85;76;CutTomato;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;74;65;CutTomato;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;65;57;CutTomato;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;56;53;DeliverOrder;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;48;39;CutTomato;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;39;30;CutTomato;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;29;29;DeliverOrder;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;28;25;DeliverOrder;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;24;14;CutTomato;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;8;8;DeliverOrder;Happy;yes;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;7;7;DeliverOrder;Sleepy;no;
8;Danilo;3;30;0;Good;70;3;39;1;-1;7;7;4;DeliverOrder;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;84;84;CutOnion;Normal;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;83;73;CutOnion;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;72;72;CutOnion;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;72;62;CutOnion;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;51;51;DeliverOrder;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;50;42;DeliverOrder;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;42;42;CutOnion;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;42;26;CutOnion;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;26;26;CutOnion;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;25;14;CutOnion;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;3;3;DeliverOrder;Angry;yes;
9;Eva;1;60;1;Bad;24;1;-27;21;6;-1;3;3;DeliverOrder;Sleepy;no;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;86;76;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;76;76;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;75;75;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;75;75;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;75;75;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;75;75;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;75;75;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;75;64;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;64;53;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;53;53;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;53;45;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;44;29;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;21;13;DeliverOrder;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;12;12;CutTomato;Angry;yes;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;12;12;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;12;12;CutTomato;Sleepy;no;
10;Eva;1;60;0;Bad;46;2;-1;5;-1;-1;9;0;CutTomato;Angry;yes;
